"19,305",160,MADISON,n,169946185990,169991186134
"19,306",44,MADISON,n,169715186144,169688186110
"19,308",168,WYOMING,n,171945186149,171783186104
"19,309",173,SUNSET,n,170614186165,170441186165
"19,310",100,SUNSET,n,170715186166,170614186165
"19,311",193,TOWNSEND,n,170715186166,170716185974
"19,312",106,SUNSET,n,170820186168,170715186166
"19,313",194,ORCHARD,n,170822185974,170820186168
"19,314",143,SUNSET,n,170963186169,170820186168
"19,315",223,INDIAN,n,170963186169,170964185946
"19,316",136,SUNSET,n,171099186168,170963186169
"19,317",149,JULIE,n,169178186127,169318186179
"19,318",56,MADISON,n,169991186134,169982186189
"19,319",321,COLLEGE,n,169715186144,169951186129
"19,320",41,MADISON DR,n,169982186189,170017186210
"19,322",216,MADISON,n,169901186243,169715186144
"19,323",103,MADISON,n,169982186189,169901186243
"19,325",105,TOWNSEND,n,170714186272,170715186166
"19,326",235,WINSLOW,n,170642186273,170415186240
"19,327",72,WINSLOW,n,170714186272,170642186273
"19,333",106,WINSLOW,n,170819186273,170714186272
"19,334",105,ORCHARD,n,170820186168,170819186273
"19,335",97,ETHAN ALLEN,n,169423186269,169520186275
"19,336",83,COLONIAL,n,169520186275,169445186241
"19,337",78,NATHAN HALE,n,169520186275,169550186204
"19,338",279,WINSLOW,n,171098186275,170819186273
"19,339",154,VETERANS,n,170268186212,170132186280
"19,340",143,ETHAN ALLEN,n,169520186275,169630186233
"19,347",149,COLONIAL,n,169520186422,169520186275
"19,348",309,HAINES,n,171668186455,171759186213
"19,350",81,LOVETT,n,171749186464,171668186455
"19,351",57,PICKETT,n,169235186465,169178186463
"19,353",127,LOVETT,n,171874186484,171749186464
"19,354",230,ORCHARD,n,170819186273,170865186494
"19,355",242,KENT,n,171097186444,170865186494
"19,356",247,LOVETT,n,171668186455,171427186505
"19,357",69,HAINES,n,171662186524,171668186455
"19,361",202,CONTINENTAL,n,171860186560,171662186524
"19,364",109,ORCHARD,n,170865186494,170910186592
"19,372",87,OLD OAK,n,170173186644,170137186566
"19,373",111,HULLIHEN,n,170173186644,170277186647
"19,374",343,HILLSIDE,n,170464186655,170163186528
"19,375",85,VASSAR,n,169283186581,169281186666
"19,380",405,HULLIHEN,n,169882186584,170173186644
"19,381",151,ORCHARD,n,170910186592,170947186735
"19,382",92,HILLSIDE,n,170504186739,170464186655
"19,383",134,OLD OAK,n,170230186765,170173186644
"19,384",258,SYPHERD,n,170464186655,170230186765
"19,385",101,VASSAR,n,169281186666,169279186767
"19,386",270,HAINES,n,171635186792,171662186524
"19,389",55,RAHWAY,n,169221186805,169166186803
"19,391",94,HILLSIDE,n,170546186823,170504186739
"19,392",12,HILLSIDE,n,170550186834,170546186823
"19,396",91,OLD OAK,n,170268186848,170230186765
"19,397",367,COLGATE,n,169281186666,169584186849
"19,402",56,HILLSIDE,n,170570186886,170550186834
"19,403",175,FOREST,n,170570186886,170733186823
"19,404",125,VASSAR,n,169279186767,169276186891
"19,405",342,WILSON,n,169796186619,169986186896
"19,406",279,SYPHERD,n,170230186765,169986186896
"19,410",147,HAINES,n,171620186938,171635186792
"19,413",129,FISKE,n,169386186949,169276186891
"19,415",123,OLD OAK,n,170321186959,170268186848
"19,416",261,DALLAM,n,170321186959,170550186834
"19,417",394,HARVARD,n,169279186767,169601186964
"19,418",96,WILSON,n,169986186896,170042186972
"19,420",136,HILLSIDE,n,170627187010,170570186886
"19,422",118,FISKE,n,169472187029,169386186949
"19,423",53,PHEASANT,n,169216187060,169163187059
"19,424",150,FISKE,n,169616187056,169472187029
"19,427",78,LINDEN,n,171520187077,171597187088
"19,429",112,CHURCH,n,170758187060,170861187104
"19,430",178,OLD OAK,n,170397187120,170321186959
"19,431",389,DALLAM,n,169977187138,170321186959
"19,432",56,LAFAYETTE,n,169215187147,169271187147
"19,433",256,VASSAR,n,169276186891,169271187147
"19,434",88,LAFAYETTE,n,169271187147,169359187150
"19,435",89,LAFAYETTE,n,169359187150,169448187152
"19,436",128,DALLAM,n,169472187029,169448187152
"19,437",93,LAFAYETTE,n,169448187152,169541187153
"19,438",89,LAFAYETTE,n,169541187153,169629187138
"19,440",140,NEW,n,171510187151,171647187176
"19,441",257,TANGLEWOOD,n,169793186965,169889187182
"19,442",99,DALLAM,n,169889187182,169977187138
"19,443",98,NEW,n,171647187176,171744187194
"19,444",125,CORBIT,n,170510187205,170455187092
"19,445",89,WILSON,n,170510187205,170589187166
